"";"frame.time";"ip.src";"ip.dst";"ip.proto";"frame.len"
"86";"Mar  8, 1999 14:00:09.305729000 CET";"197.218.177.69";"172.16.114.148";"6";895
"87";"Mar  8, 1999 14:00:09.305796000 CET";"197.218.177.69";"172.16.114.148";"6";60
"88";"Mar  8, 1999 14:00:09.305952000 CET";"172.16.114.148";"197.218.177.69";"6";60
"89";"Mar  8, 1999 14:00:09.307350000 CET";"172.16.114.148";"197.218.177.69";"6";60
"90";"Mar  8, 1999 14:00:09.308000000 CET";"197.218.177.69";"172.16.114.148";"6";60
"91";"Mar  8, 1999 14:00:10.097429000 CET";"";"";"";60
"92";"Mar  8, 1999 14:00:10.394223000 CET";"172.16.114.148";"197.218.177.69";"6";62
"93";"Mar  8, 1999 14:00:10.395232000 CET";"197.218.177.69";"172.16.114.148";"6";74
"94";"Mar  8, 1999 14:00:10.413283000 CET";"172.16.114.148";"197.218.177.69";"6";60
"95";"Mar  8, 1999 14:00:12.504609000 CET";"172.16.114.148";"197.218.177.69";"6";79
"96";"Mar  8, 1999 14:00:12.505571000 CET";"197.218.177.69";"172.16.114.148";"6";84
"97";"Mar  8, 1999 14:00:12.505964000 CET";"172.16.114.148";"197.218.177.69";"6";66
"98";"Mar  8, 1999 14:00:12.508255000 CET";"197.218.177.69";"172.16.114.148";"6";60
"99";"Mar  8, 1999 14:00:12.508544000 CET";"172.16.114.148";"197.218.177.69";"6";60
"100";"Mar  8, 1999 14:00:12.509217000 CET";"197.218.177.69";"172.16.114.148";"6";60
"101";"Mar  8, 1999 14:00:12.509497000 CET";"197.218.177.69";"172.16.114.148";"6";120
"102";"Mar  8, 1999 14:00:12.523251000 CET";"197.218.177.69";"172.16.114.148";"6";1514
"103";"Mar  8, 1999 14:00:12.524502000 CET";"197.218.177.69";"172.16.114.148";"6";1514
"104";"Mar  8, 1999 14:00:12.524574000 CET";"172.16.114.148";"197.218.177.69";"6";60
"105";"Mar  8, 1999 14:00:12.525342000 CET";"197.218.177.69";"172.16.114.148";"6";78
"106";"Mar  8, 1999 14:00:12.532839000 CET";"172.16.114.148";"197.218.177.69";"6";60
"107";"Mar  8, 1999 14:00:12.535851000 CET";"197.218.177.69";"172.16.114.148";"6";1514
"108";"Mar  8, 1999 14:00:12.537091000 CET";"197.218.177.69";"172.16.114.148";"6";1514
"109";"Mar  8, 1999 14:00:12.538317000 CET";"197.218.177.69";"172.16.114.148";"6";1514
"110";"Mar  8, 1999 14:00:12.542850000 CET";"172.16.114.148";"197.218.177.69";"6";60
"111";"Mar  8, 1999 14:00:12.542905000 CET";"172.16.114.148";"197.218.177.69";"6";60
"112";"Mar  8, 1999 14:00:12.545926000 CET";"197.218.177.69";"172.16.114.148";"6";1514
"113";"Mar  8, 1999 14:00:12.547172000 CET";"197.218.177.69";"172.16.114.148";"6";1514
"114";"Mar  8, 1999 14:00:12.548402000 CET";"197.218.177.69";"172.16.114.148";"6";1514
"115";"Mar  8, 1999 14:00:12.549633000 CET";"197.218.177.69";"172.16.114.148";"6";1514
"116";"Mar  8, 1999 14:00:12.552833000 CET";"172.16.114.148";"197.218.177.69";"6";60
"117";"Mar  8, 1999 14:00:12.555869000 CET";"197.218.177.69";"172.16.114.148";"6";1514
"118";"Mar  8, 1999 14:00:12.557128000 CET";"197.218.177.69";"172.16.114.148";"6";1514
"119";"Mar  8, 1999 14:00:12.558360000 CET";"197.218.177.69";"172.16.114.148";"6";1514
"120";"Mar  8, 1999 14:00:12.559592000 CET";"197.218.177.69";"172.16.114.148";"6";1514
"121";"Mar  8, 1999 14:00:12.560825000 CET";"197.218.177.69";"172.16.114.148";"6";1514
"122";"Mar  8, 1999 14:00:12.562831000 CET";"172.16.114.148";"197.218.177.69";"6";60
"123";"Mar  8, 1999 14:00:12.565858000 CET";"197.218.177.69";"172.16.114.148";"6";1514
"124";"Mar  8, 1999 14:00:12.567114000 CET";"197.218.177.69";"172.16.114.148";"6";1514
"125";"Mar  8, 1999 14:00:12.568333000 CET";"197.218.177.69";"172.16.114.148";"6";1514
"126";"Mar  8, 1999 14:00:12.569324000 CET";"197.218.177.69";"172.16.114.148";"6";1214
"127";"Mar  8, 1999 14:00:12.569397000 CET";"197.218.177.69";"172.16.114.148";"6";60
"128";"Mar  8, 1999 14:00:12.569562000 CET";"172.16.114.148";"197.218.177.69";"6";60
"129";"Mar  8, 1999 14:00:12.569802000 CET";"172.16.114.148";"197.218.177.69";"6";60
"130";"Mar  8, 1999 14:00:12.570459000 CET";"197.218.177.69";"172.16.114.148";"6";60
"131";"Mar  8, 1999 14:00:16.872747000 CET";"172.16.112.20";"172.16.255.255";"17";66
"132";"Mar  8, 1999 14:00:16.872945000 CET";"172.16.112.20";"172.16.118.255";"17";66
"133";"Mar  8, 1999 14:00:20.097451000 CET";"";"";"";60
"134";"Mar  8, 1999 14:00:21.124529000 CET";"172.16.0.1";"224.0.0.9";"17";86
"135";"Mar  8, 1999 14:00:23.561999000 CET";"172.16.114.148";"197.218.177.69";"6";60
"136";"Mar  8, 1999 14:00:23.563002000 CET";"197.218.177.69";"172.16.114.148";"6";68
"137";"Mar  8, 1999 14:00:23.563324000 CET";"172.16.114.148";"197.218.177.69";"6";60
"138";"Mar  8, 1999 14:00:23.563939000 CET";"197.218.177.69";"172.16.114.148";"6";60
"139";"Mar  8, 1999 14:00:23.564107000 CET";"172.16.114.148";"197.218.177.69";"6";60
"140";"Mar  8, 1999 14:00:23.564176000 CET";"197.218.177.69";"172.16.114.148";"6";60
"141";"Mar  8, 1999 14:00:27.185554000 CET";"192.168.1.30";"172.16.112.5";"17";146
"142";"Mar  8, 1999 14:00:27.222870000 CET";"172.16.112.5";"192.168.1.30";"17";182
"143";"Mar  8, 1999 14:00:28.100410000 CET";"172.16.112.20";"172.16.112.10";"17";90
"144";"Mar  8, 1999 14:00:28.100882000 CET";"172.16.112.10";"172.16.112.20";"17";90
"145";"Mar  8, 1999 14:00:30.127234000 CET";"";"";"";60
"146";"Mar  8, 1999 14:00:30.273049000 CET";"172.16.114.50";"172.16.112.10";"17";90
"147";"Mar  8, 1999 14:00:30.273390000 CET";"172.16.112.10";"172.16.114.50";"17";90
"148";"Mar  8, 1999 14:00:35.673707000 CET";"192.168.1.10";"172.16.112.20";"17";78
"149";"Mar  8, 1999 14:00:35.674654000 CET";"172.16.112.20";"192.168.1.10";"17";143
"150";"Mar  8, 1999 14:00:35.681887000 CET";"197.218.177.69";"172.16.113.204";"6";60
"151";"Mar  8, 1999 14:00:35.682184000 CET";"172.16.113.204";"197.218.177.69";"6";60
"152";"Mar  8, 1999 14:00:35.683016000 CET";"197.218.177.69";"172.16.113.204";"6";60
"153";"Mar  8, 1999 14:00:35.846293000 CET";"172.16.112.20";"192.168.1.20";"17";87
"154";"Mar  8, 1999 14:00:35.850728000 CET";"192.168.1.20";"172.16.112.20";"17";153
"155";"Mar  8, 1999 14:00:35.954792000 CET";"172.16.113.204";"197.218.177.69";"6";144
"156";"Mar  8, 1999 14:00:35.974607000 CET";"197.218.177.69";"172.16.113.204";"6";60
"157";"Mar  8, 1999 14:00:36.000173000 CET";"197.218.177.69";"172.16.113.204";"6";75
"158";"Mar  8, 1999 14:00:36.005229000 CET";"172.16.113.204";"197.218.177.69";"6";80
"159";"Mar  8, 1999 14:00:36.006237000 CET";"197.218.177.69";"172.16.113.204";"6";75
"160";"Mar  8, 1999 14:00:36.006527000 CET";"172.16.113.204";"197.218.177.69";"6";97
"161";"Mar  8, 1999 14:00:36.007420000 CET";"197.218.177.69";"172.16.113.204";"6";91
"162";"Mar  8, 1999 14:00:36.007713000 CET";"172.16.113.204";"197.218.177.69";"6";98
"163";"Mar  8, 1999 14:00:36.008640000 CET";"197.218.177.69";"172.16.113.204";"6";93
"164";"Mar  8, 1999 14:00:36.008970000 CET";"172.16.113.204";"197.218.177.69";"6";92
"165";"Mar  8, 1999 14:00:36.009810000 CET";"197.218.177.69";"172.16.113.204";"6";60
"166";"Mar  8, 1999 14:00:36.011311000 CET";"172.16.113.204";"197.218.177.69";"6";104
"167";"Mar  8, 1999 14:00:36.012824000 CET";"197.218.177.69";"172.16.113.204";"6";488
"168";"Mar  8, 1999 14:00:36.027932000 CET";"172.16.113.204";"197.218.177.69";"6";60
"169";"Mar  8, 1999 14:00:36.033352000 CET";"172.16.113.204";"197.218.177.69";"6";73
"170";"Mar  8, 1999 14:00:36.034105000 CET";"197.218.177.69";"172.16.113.204";"6";60
"171";"Mar  8, 1999 14:00:36.034432000 CET";"172.16.113.204";"197.218.177.69";"6";78
"172";"Mar  8, 1999 14:00:36.035200000 CET";"172.16.113.204";"197.218.177.69";"6";60
"173";"Mar  8, 1999 14:00:36.035868000 CET";"197.218.177.69";"172.16.113.204";"6";60
"174";"Mar  8, 1999 14:00:36.037035000 CET";"197.218.177.69";"172.16.113.204";"6";60
"175";"Mar  8, 1999 14:00:36.037192000 CET";"172.16.113.204";"197.218.177.69";"6";60
"176";"Mar  8, 1999 14:00:36.801557000 CET";"172.16.113.50";"172.16.112.10";"17";90
"177";"Mar  8, 1999 14:00:36.801991000 CET";"172.16.112.10";"172.16.113.50";"17";90
"178";"Mar  8, 1999 14:00:40.125028000 CET";"";"";"";60
"179";"Mar  8, 1999 14:00:43.555797000 CET";"172.16.113.84";"172.16.112.100";"6";60
"180";"Mar  8, 1999 14:00:43.555991000 CET";"";"";"";60
"181";"Mar  8, 1999 14:00:43.556108000 CET";"";"";"";60
"182";"Mar  8, 1999 14:00:43.556228000 CET";"172.16.112.100";"172.16.113.84";"6";60
"183";"Mar  8, 1999 14:00:46.866481000 CET";"172.16.112.20";"172.16.255.255";"17";66
"184";"Mar  8, 1999 14:00:46.866673000 CET";"172.16.112.20";"172.16.118.255";"17";66
"185";"Mar  8, 1999 14:00:49.693388000 CET";"172.16.0.1";"224.0.0.9";"17";86
"186";"Mar  8, 1999 14:00:50.190847000 CET";"";"";"";60
"187";"Mar  8, 1999 14:00:54.202354000 CET";"172.16.113.204";"197.218.177.69";"6";60
"188";"Mar  8, 1999 14:00:54.203211000 CET";"197.218.177.69";"172.16.113.204";"6";60
"189";"Mar  8, 1999 14:00:54.203401000 CET";"172.16.113.204";"197.218.177.69";"6";60
"190";"Mar  8, 1999 14:00:54.379615000 CET";"192.168.1.10";"172.16.112.20";"17";87
"191";"Mar  8, 1999 14:00:54.380243000 CET";"172.16.112.20";"192.168.1.10";"17";175
"192";"Mar  8, 1999 14:00:54.462515000 CET";"197.218.177.69";"172.16.113.204";"6";140
"193";"Mar  8, 1999 14:00:54.474110000 CET";"172.16.113.204";"197.218.177.69";"6";60
"194";"Mar  8, 1999 14:00:54.505553000 CET";"172.16.113.204";"197.218.177.69";"6";79
"195";"Mar  8, 1999 14:00:54.506576000 CET";"197.218.177.69";"172.16.113.204";"6";80
"196";"Mar  8, 1999 14:00:54.507008000 CET";"172.16.113.204";"197.218.177.69";"6";79
"197";"Mar  8, 1999 14:00:54.507842000 CET";"197.218.177.69";"172.16.113.204";"6";101
"198";"Mar  8, 1999 14:00:54.508150000 CET";"172.16.113.204";"197.218.177.69";"6";95
"199";"Mar  8, 1999 14:00:54.509002000 CET";"197.218.177.69";"172.16.113.204";"6";102
"200";"Mar  8, 1999 14:00:54.509360000 CET";"172.16.113.204";"197.218.177.69";"6";89
"201";"Mar  8, 1999 14:00:54.510171000 CET";"197.218.177.69";"172.16.113.204";"6";88
"202";"Mar  8, 1999 14:00:54.510460000 CET";"172.16.113.204";"197.218.177.69";"6";60
"203";"Mar  8, 1999 14:00:54.512275000 CET";"197.218.177.69";"172.16.113.204";"6";104
"204";"Mar  8, 1999 14:00:54.513401000 CET";"172.16.113.204";"197.218.177.69";"6";1078
"205";"Mar  8, 1999 14:00:54.530883000 CET";"197.218.177.69";"172.16.113.204";"6";60
"206";"Mar  8, 1999 14:00:54.532197000 CET";"172.16.113.204";"197.218.177.69";"6";1478
"207";"Mar  8, 1999 14:00:54.536134000 CET";"197.218.177.69";"172.16.113.204";"6";73
"208";"Mar  8, 1999 14:00:54.536360000 CET";"172.16.113.204";"197.218.177.69";"6";60
"209";"Mar  8, 1999 14:00:54.537153000 CET";"197.218.177.69";"172.16.113.204";"6";78
"210";"Mar  8, 1999 14:00:54.537731000 CET";"197.218.177.69";"172.16.113.204";"6";60
"211";"Mar  8, 1999 14:00:54.537889000 CET";"172.16.113.204";"197.218.177.69";"6";60
"212";"Mar  8, 1999 14:00:54.539280000 CET";"172.16.113.204";"197.218.177.69";"6";60
"213";"Mar  8, 1999 14:00:54.539955000 CET";"197.218.177.69";"172.16.113.204";"6";60
"214";"Mar  8, 1999 14:00:54.803871000 CET";"192.168.1.10";"172.16.112.20";"17";78
"215";"Mar  8, 1999 14:00:54.805069000 CET";"172.16.112.20";"192.168.1.10";"17";143
"216";"Mar  8, 1999 14:00:54.812377000 CET";"135.13.216.191";"172.16.112.207";"6";60
"217";"Mar  8, 1999 14:00:54.812691000 CET";"172.16.112.207";"135.13.216.191";"6";60
"218";"Mar  8, 1999 14:00:54.815731000 CET";"135.13.216.191";"172.16.112.207";"6";60
"219";"Mar  8, 1999 14:00:54.828472000 CET";"172.16.112.20";"192.168.1.20";"17";87
"220";"Mar  8, 1999 14:00:54.832908000 CET";"192.168.1.20";"172.16.112.20";"17";153
"221";"Mar  8, 1999 14:00:54.842127000 CET";"172.16.112.207";"135.13.216.191";"6";139
"222";"Mar  8, 1999 14:00:54.860804000 CET";"135.13.216.191";"172.16.112.207";"6";60
"223";"Mar  8, 1999 14:00:54.909135000 CET";"135.13.216.191";"172.16.112.207";"6";76
"224";"Mar  8, 1999 14:00:54.923632000 CET";"172.16.112.207";"135.13.216.191";"6";80
"225";"Mar  8, 1999 14:00:54.928487000 CET";"135.13.216.191";"172.16.112.207";"6";76
"226";"Mar  8, 1999 14:00:54.928757000 CET";"172.16.112.207";"135.13.216.191";"6";98
"227";"Mar  8, 1999 14:00:54.929674000 CET";"135.13.216.191";"172.16.112.207";"6";90
"228";"Mar  8, 1999 14:00:54.929906000 CET";"172.16.112.207";"135.13.216.191";"6";97
"229";"Mar  8, 1999 14:00:54.930848000 CET";"135.13.216.191";"172.16.112.207";"6";93
"230";"Mar  8, 1999 14:00:54.931072000 CET";"172.16.112.207";"135.13.216.191";"6";92
"231";"Mar  8, 1999 14:00:54.931905000 CET";"135.13.216.191";"172.16.112.207";"6";60
"232";"Mar  8, 1999 14:00:54.933444000 CET";"172.16.112.207";"135.13.216.191";"6";104
"233";"Mar  8, 1999 14:00:54.935926000 CET";"135.13.216.191";"172.16.112.207";"6";1078
"234";"Mar  8, 1999 14:00:54.954012000 CET";"172.16.112.207";"135.13.216.191";"6";60
"235";"Mar  8, 1999 14:00:54.955500000 CET";"135.13.216.191";"172.16.112.207";"6";574
"236";"Mar  8, 1999 14:00:54.959487000 CET";"172.16.112.207";"135.13.216.191";"6";73
"237";"Mar  8, 1999 14:00:54.960261000 CET";"135.13.216.191";"172.16.112.207";"6";60
"238";"Mar  8, 1999 14:00:54.960496000 CET";"172.16.112.207";"135.13.216.191";"6";78
"239";"Mar  8, 1999 14:00:54.961246000 CET";"172.16.112.207";"135.13.216.191";"6";60
"240";"Mar  8, 1999 14:00:54.961916000 CET";"135.13.216.191";"172.16.112.207";"6";60
"241";"Mar  8, 1999 14:00:54.963106000 CET";"135.13.216.191";"172.16.112.207";"6";60
"242";"Mar  8, 1999 14:00:54.963251000 CET";"172.16.112.207";"135.13.216.191";"6";60
"243";"Mar  8, 1999 14:00:56.282885000 CET";"172.16.112.20";"192.168.1.20";"17";75
"244";"Mar  8, 1999 14:00:56.287451000 CET";"192.168.1.20";"172.16.112.20";"17";130
"245";"Mar  8, 1999 14:00:56.288263000 CET";"172.16.112.20";"192.168.1.10";"17";75
"246";"Mar  8, 1999 14:00:56.290010000 CET";"192.168.1.10";"172.16.112.20";"17";146
"247";"Mar  8, 1999 14:00:58.176285000 CET";"192.168.1.20";"172.16.112.20";"17";77
"248";"Mar  8, 1999 14:00:58.177167000 CET";"172.16.112.20";"192.168.1.20";"17";142
"249";"Mar  8, 1999 14:00:58.185750000 CET";"206.48.44.18";"172.16.112.100";"6";60
"250";"Mar  8, 1999 14:00:58.185905000 CET";"172.16.112.100";"206.48.44.18";"6";60
"251";"Mar  8, 1999 14:00:58.188692000 CET";"206.48.44.18";"172.16.112.100";"6";60
"252";"Mar  8, 1999 14:00:58.203130000 CET";"172.16.112.100";"206.48.44.18";"6";101
"253";"Mar  8, 1999 14:00:58.204115000 CET";"206.48.44.18";"172.16.112.100";"6";69
"254";"Mar  8, 1999 14:00:58.204449000 CET";"172.16.112.100";"206.48.44.18";"6";126
"255";"Mar  8, 1999 14:00:58.205423000 CET";"206.48.44.18";"172.16.112.100";"6";85
"256";"Mar  8, 1999 14:00:58.407809000 CET";"172.16.112.100";"206.48.44.18";"6";60
"257";"Mar  8, 1999 14:00:59.658653000 CET";"172.16.112.100";"206.48.44.18";"6";85
"258";"Mar  8, 1999 14:00:59.659702000 CET";"206.48.44.18";"172.16.112.100";"6";80
"259";"Mar  8, 1999 14:00:59.659988000 CET";"172.16.112.100";"206.48.44.18";"6";81
"260";"Mar  8, 1999 14:00:59.660893000 CET";"206.48.44.18";"172.16.112.100";"6";81
"261";"Mar  8, 1999 14:00:59.661147000 CET";"172.16.112.100";"206.48.44.18";"6";81
"262";"Mar  8, 1999 14:00:59.662017000 CET";"206.48.44.18";"172.16.112.100";"6";61
"263";"Mar  8, 1999 14:00:59.682529000 CET";"172.16.112.100";"206.48.44.18";"6";83
"264";"Mar  8, 1999 14:00:59.683432000 CET";"206.48.44.18";"172.16.112.100";"6";72
"265";"Mar  8, 1999 14:00:59.716129000 CET";"172.16.112.100";"206.48.44.18";"6";112
"266";"Mar  8, 1999 14:00:59.716629000 CET";"172.16.112.100";"206.48.44.18";"6";60
"267";"Mar  8, 1999 14:00:59.717450000 CET";"206.48.44.18";"172.16.112.100";"6";60
"268";"Mar  8, 1999 14:00:59.855978000 CET";"206.48.44.18";"172.16.112.100";"6";60
"269";"Mar  8, 1999 14:01:00.157488000 CET";"172.16.112.100";"206.48.44.18";"6";60
"270";"Mar  8, 1999 14:01:00.158272000 CET";"206.48.44.18";"172.16.112.100";"6";60
"271";"Mar  8, 1999 14:01:00.188624000 CET";"";"";"";60
"272";"Mar  8, 1999 14:01:00.704281000 CET";"172.16.112.100";"206.48.44.18";"6";60
"273";"Mar  8, 1999 14:01:00.705087000 CET";"206.48.44.18";"172.16.112.100";"6";60
"274";"Mar  8, 1999 14:01:01.156235000 CET";"";"";"";324
"275";"Mar  8, 1999 14:01:01.251040000 CET";"172.16.112.100";"206.48.44.18";"6";60
"276";"Mar  8, 1999 14:01:01.251839000 CET";"206.48.44.18";"172.16.112.100";"6";60
"277";"Mar  8, 1999 14:01:01.252454000 CET";"172.16.112.100";"206.48.44.18";"6";87
"278";"Mar  8, 1999 14:01:01.386914000 CET";"206.48.44.18";"172.16.112.100";"6";60
"279";"Mar  8, 1999 14:01:10.186435000 CET";"";"";"";60
"280";"Mar  8, 1999 14:01:10.621345000 CET";"172.16.112.50";"172.16.112.10";"17";90
"281";"Mar  8, 1999 14:01:10.621758000 CET";"172.16.112.10";"172.16.112.50";"17";90
"282";"Mar  8, 1999 14:01:12.552300000 CET";"172.16.112.100";"172.16.112.10";"17";90
